diff_h_l_0;diff_o_c_0;diff_h_o_0;diff_c_l_0;vol_total_0;vol_buy_0;vol_sell_0;vol_other_0;nb_tick_total_0;nb_tick_buy_0;nb_tick_sell_0;nb_tick_other_0;nb_price_changed_0;nb_tick_buy_vol_eq_1;nb_tick_sell_vol_eq_1;nb_tick_other_vol_eq_1;nb_tick_buy_vol_2_5;nb_tick_sell_vol_2_5;nb_tick_other_vol_2_5diff_open_low_m1;nb_tick_other_vol_2_5;diff_open_low_m1
3.25;1.25;2.0;0.0;4776.0;1800.0;2283.0;707.0;2432.0;968.0;1143.0;331.0;233.0;581.0;648.0;160.0;334.0;421.0;;139.0;3.0
3.75;1.0;0.75;2.0;7681.0;3170.0;3658.0;877.0;3786.0;1465.0;1900.0;436.0;386.0;823.0;1114.0;216.0;542.0;710.0;;193.0;1.25
4.25;3.0;0.75;0.5;3850.0;1157.0;2056.0;652.0;2164.0;674.0;1147.0;353.0;220.0;410.0;745.0;194.0;240.0;351.0;;142.0;1.0
2.75;2.0;0.25;0.5;3026.0;928.0;1605.0;508.0;1774.0;504.0;997.0;280.0;211.0;305.0;662.0;161.0;173.0;318.0;;103.0;3.75
4.5;2.75;0.75;1.0;6322.0;1983.0;3408.0;969.0;3596.0;1083.0;2067.0;472.0;439.0;658.0;1440.0;274.0;375.0;576.0;;169.0;0.75
3.5;2.5;0.0;1.0;3018.0;755.0;1930.0;348.0;1640.0;406.0;1055.0;187.0;166.0;214.0;671.0;111.0;180.0;337.0;;74.0;2.75
3.75;2.0;1.0;0.75;4750.0;1720.0;2219.0;868.0;2448.0;826.0;1239.0;399.0;315.0;440.0;759.0;179.0;343.0;450.0;;195.0;0.25
4.25;4.0;0.25;0.0;3795.0;1112.0;2213.0;486.0;2276.0;648.0;1383.0;253.0;239.0;376.0;937.0;130.0;259.0;423.0;;115.0;1.0
2.25;0.75;1.5;0.0;2645.0;901.0;1291.0;461.0;1562.0;532.0;770.0;267.0;247.0;319.0;512.0;143.0;200.0;241.0;;119.0;0.5
1.5;0.25;1.25;0.0;2265.0;832.0;990.0;448.0;1311.0;490.0;552.0;273.0;136.0;307.0;312.0;171.0;170.0;230.0;;98.0;2.25
3.0;1.75;0.75;0.5;3607.0;1259.0;1903.0;464.0;2012.0;634.0;1139.0;248.0;218.0;338.0;763.0;131.0;269.0;353.0;;109.0;0.0
3.75;0.5;1.25;2.0;7412.0;2779.0;3586.0;1127.0;4231.0;1551.0;2115.0;595.0;555.0;931.0;1356.0;317.0;577.0;718.0;;263.0;1.5
3.75;2.0;0.75;1.0;4999.0;1710.0;2399.0;924.0;2788.0;935.0;1402.0;467.0;393.0;515.0;902.0;254.0;405.0;473.0;;199.0;2.75
3.25;1.75;0.25;1.25;5142.0;1779.0;2397.0;995.0;2828.0;957.0;1390.0;496.0;340.0;569.0;874.0;255.0;358.0;485.0;;218.0;2.0
4.5;3.25;0.25;1.0;5786.0;1793.0;3082.0;955.0;3351.0;1002.0;1834.0;531.0;453.0;603.0;1198.0;323.0;364.0;590.0;;192.0;0.75
4.75;2.0;2.0;0.75;4650.0;1218.0;2541.0;905.0;2470.0;674.0;1373.0;433.0;334.0;420.0;856.0;235.0;230.0;474.0;;179.0;0.75
4.0;2.25;0.75;1.0;4715.0;1572.0;2287.0;872.0;2475.0;812.0;1226.0;445.0;307.0;475.0;725.0;249.0;301.0;458.0;;181.0;0.5
2.75;2.0;0.5;0.25;3396.0;924.0;2014.0;463.0;1666.0;463.0;994.0;210.0;215.0;265.0;562.0;90.0;174.0;386.0;;109.0;1.0
1.5;0.75;0.5;0.25;3246.0;1069.0;1520.0;680.0;1588.0;522.0;786.0;291.0;196.0;307.0;468.0;143.0;180.0;277.0;;121.0;0.0
3.0;1.75;0.25;1.0;3264.0;966.0;1737.0;590.0;1672.0;476.0;953.0;253.0;209.0;267.0;610.0;116.0;183.0;299.0;;116.0;0.75
5.75;4.5;0.25;1.0;6049.0;1993.0;3438.0;648.0;3128.0;952.0;1842.0;346.0;381.0;501.0;1165.0;215.0;394.0;612.0;;114.0;0.0
2.75;1.25;1.0;0.5;3886.0;1254.0;2011.0;636.0;1915.0;646.0;949.0;328.0;205.0;382.0;455.0;185.0;225.0;442.0;;123.0;0.25
2.0;1.0;0.25;0.75;2885.0;894.0;1497.0;506.0;1457.0;444.0;787.0;234.0;145.0;273.0;483.0;121.0;137.0;265.0;;97.0;0.75
1.5;0.5;0.75;0.25;2365.0;865.0;1085.0;435.0;1228.0;439.0;588.0;210.0;153.0;256.0;349.0;111.0;155.0;215.0;;84.0;0.25
1.0;0.25;0.75;0.0;1675.0;576.0;778.0;323.0;790.0;285.0;366.0;140.0;102.0;168.0;204.0;74.0;92.0;134.0;;54.0;0.25
2.5;2.5;0.0;0.0;3108.0;1183.0;1495.0;453.0;1704.0;619.0;837.0;255.0;213.0;360.0;536.0;150.0;225.0;267.0;;98.0;1.5
1.75;1.0;0.25;0.5;2969.0;1031.0;1435.0;523.0;1472.0;555.0;694.0;231.0;213.0;348.0;374.0;117.0;181.0;278.0;;88.0;1.25
